year,sex,name,n,prop,first_letter,first_is_vowel
1935,M,Doyt,5,4.68E-06,D,FALSE
1965,F,Margurite,12,6.57E-06,M,FALSE
1979,M,Yuji,5,2.79E-06,Y,FALSE
1997,F,Talesha,13,6.81E-06,T,FALSE
1958,F,Elana,24,1.16E-05,E,TRUE
1900,F,Myrtis,39,0.00012274,M,FALSE
1910,F,Ellan,6,1.43E-05,E,TRUE
1990,F,Antinette,8,3.89E-06,A,TRUE
1958,F,Cythnia,10,4.84E-06,C,FALSE
2009,M,Link,28,1.32E-05,L,FALSE
2012,F,Kamarri,9,4.65E-06,K,FALSE
1946,F,Marney,7,4.34E-06,M,FALSE
1978,M,Brack,6,3.51E-06,B,FALSE
2016,M,Klint,5,2.48E-06,K,FALSE
1986,F,Brittania,19,1.03E-05,B,FALSE
1914,F,Eilene,9,1.13E-05,E,TRUE
1914,M,Otha,80,0.00011707,O,TRUE
1990,F,Marguerita,5,2.43E-06,M,FALSE
1918,M,Jame,15,1.43E-05,J,FALSE
2016,F,Addyson,679,0.0003521,A,TRUE
2008,M,Wesly,19,8.72E-06,W,FALSE
2011,F,Taliah,110,5.69E-05,T,FALSE
1938,F,Ardyce,37,3.24E-05,A,TRUE
1972,F,Joann,1101,0.00068281,J,FALSE
1965,F,Tyese,8,4.38E-06,T,FALSE
2007,M,Kaemon,27,1.22E-05,K,FALSE
2006,M,Jie,7,3.20E-06,J,FALSE
2010,F,Kaelee,42,2.15E-05,K,FALSE
1989,F,Markeyda,6,3.01E-06,M,FALSE
2004,M,Devrick,5,2.37E-06,D,FALSE
1907,M,Vera,6,3.78E-05,V,FALSE
1982,F,Ivey,33,1.82E-05,I,TRUE
2014,M,Daryan,16,7.83E-06,D,FALSE
2003,M,Aniki,5,2.38E-06,A,TRUE
1999,M,Yechiel,26,1.28E-05,Y,FALSE
2017,F,Rosi,6,3.20E-06,R,FALSE
1989,F,Lizzie,26,1.31E-05,L,FALSE
1952,M,Gates,6,3.04E-06,G,FALSE
2008,M,Jaycub,11,5.05E-06,J,FALSE
2012,M,Tailor,5,2.47E-06,T,FALSE
2010,M,Armando,956,0.00046586,A,TRUE
1936,M,Marcel,57,5.36E-05,M,FALSE
1976,M,Darric,5,3.06E-06,D,FALSE
2013,F,Toni,169,8.78E-05,T,FALSE
2014,F,Sakshi,6,3.07E-06,S,FALSE
2016,F,Hendrix,63,3.27E-05,H,FALSE
1951,M,Carson,151,7.90E-05,C,FALSE
1971,F,Viviane,5,2.85E-06,V,FALSE
1992,M,Alfredo,1048,0.00049938,A,TRUE
1999,F,Mckalyn,5,2.57E-06,M,FALSE
1981,F,Tomika,114,6.38E-05,T,FALSE
1999,F,Chelbe,6,3.08E-06,C,FALSE
1912,M,Maxwell,113,0.0002503,M,FALSE
1932,F,Aubra,5,4.52E-06,A,TRUE
2008,M,Breidyn,5,2.30E-06,B,FALSE
2011,M,Ryo,22,1.08E-05,R,FALSE
1945,F,Hinda,10,7.43E-06,H,FALSE
2003,F,Jammie,15,7.48E-06,J,FALSE
1944,M,Marvis,12,8.64E-06,M,FALSE
1990,F,Quiera,10,4.87E-06,Q,FALSE
1987,F,Shalla,5,2.67E-06,S,FALSE
2017,F,Keziah,166,8.85E-05,K,FALSE
1999,M,Shashank,11,5.40E-06,S,FALSE
1958,M,Kellie,5,2.32E-06,K,FALSE
1969,M,Dianna,8,4.37E-06,D,FALSE
1940,M,Reynolds,19,1.60E-05,R,FALSE
2011,M,Leonte,6,2.96E-06,L,FALSE
2017,F,Aniston,133,7.09E-05,A,TRUE
2000,F,Kaly,18,9.02E-06,K,FALSE
1982,F,Saleemah,14,7.72E-06,S,FALSE
1964,M,Lysander,5,2.47E-06,L,FALSE
1972,M,Germane,5,2.99E-06,G,FALSE
1986,F,Marciana,5,2.71E-06,M,FALSE
2000,M,Callaghan,6,2.87E-06,C,FALSE
1957,M,Monte,613,0.00028023,M,FALSE
1935,F,Kathleene,10,9.20E-06,K,FALSE
1954,M,Bonny,7,3.38E-06,B,FALSE
2003,F,Chrishana,5,2.49E-06,C,FALSE
1973,F,Mia,349,0.00022458,M,FALSE
1962,M,Maarten,6,2.85E-06,M,FALSE
1904,M,Tommie,60,0.00043319,T,FALSE
1995,M,Corey,4975,0.0024739,C,FALSE
1962,F,Caren,279,0.00013764,C,FALSE
2000,M,Dilyn,14,6.71E-06,D,FALSE
1935,M,Landy,7,6.55E-06,L,FALSE
1972,F,Capri,14,8.68E-06,C,FALSE
2011,M,Telvin,6,2.96E-06,T,FALSE
2016,F,Esly,6,3.11E-06,E,TRUE
2006,M,Najm,5,2.28E-06,N,FALSE
2007,M,Stetsen,5,2.26E-06,S,FALSE
1983,F,Annaka,5,2.79E-06,A,TRUE
1971,M,Burk,7,3.85E-06,B,FALSE
1940,F,Lorina,11,9.31E-06,L,FALSE
2008,F,Darbie,8,3.84E-06,D,FALSE
1915,F,Dona,79,7.72E-05,D,FALSE
1996,M,Creedence,6,2.99E-06,C,FALSE
2007,F,Anushri,5,2.36E-06,A,TRUE
1938,F,Tanya,45,3.94E-05,T,FALSE
2000,M,Tyron,146,6.99E-05,T,FALSE
2001,M,Josaiah,13,6.29E-06,J,FALSE
2005,M,Geordan,13,6.11E-06,G,FALSE
1947,M,Raul,572,0.00030796,R,FALSE
1920,F,Adrienne,86,6.91E-05,A,TRUE
2000,F,Faithe,16,8.02E-06,F,FALSE
1993,F,Shakeva,6,3.04E-06,S,FALSE
1954,F,Diamantina,10,5.02E-06,D,FALSE
1940,M,Loyd,330,0.00027824,L,FALSE
2015,F,Tanvika,10,5.14E-06,T,FALSE
1904,F,Earline,26,8.89E-05,E,TRUE
2003,F,Areliz,11,5.49E-06,A,TRUE
2003,F,Evanne,6,2.99E-06,E,TRUE
1986,M,Deke,8,4.16E-06,D,FALSE
2016,F,Selen,5,2.59E-06,S,FALSE
1962,F,Maripat,5,2.47E-06,M,FALSE
2015,F,Samai,7,3.60E-06,S,FALSE
1896,F,Glen,7,2.78E-05,G,FALSE
1998,M,Jamiroquai,13,6.41E-06,J,FALSE
1944,M,Dessie,6,4.32E-06,D,FALSE
2010,F,Lashya,6,3.06E-06,L,FALSE
1982,F,Aide,37,2.04E-05,A,TRUE
1996,F,Felicitas,17,8.87E-06,F,FALSE
1984,M,Cobey,5,2.66E-06,C,FALSE
1944,F,Mazel,5,3.66E-06,M,FALSE
1963,M,Garret,104,5.04E-05,G,FALSE
2002,M,Cassius,85,4.12E-05,C,FALSE
1973,F,Nyssa,7,4.50E-06,N,FALSE
2002,M,Jerimiah,133,6.44E-05,J,FALSE
1927,F,Suzie,7,5.66E-06,S,FALSE
1959,M,Foy,19,8.77E-06,F,FALSE
1990,F,Elsie,143,6.96E-05,E,TRUE
1942,M,Beverley,8,5.68E-06,B,FALSE
2001,F,Taylore,35,1.77E-05,T,FALSE
1997,F,Zuleima,22,1.15E-05,Z,FALSE
1989,M,Kellan,51,2.43E-05,K,FALSE
1985,F,Jorie,21,1.14E-05,J,FALSE
1903,F,Dollie,193,0.00069376,D,FALSE
1991,M,Nevada,9,4.25E-06,N,FALSE
1973,F,Gracia,8,5.15E-06,G,FALSE
1974,M,Abdul,81,4.97E-05,A,TRUE
2017,F,Milliana,38,2.03E-05,M,FALSE
1952,M,Reno,20,1.01E-05,R,FALSE
1952,M,Glover,16,8.10E-06,G,FALSE
1979,F,Shavan,5,2.90E-06,S,FALSE
1954,M,Lyndal,14,6.77E-06,L,FALSE
1974,F,Laurel,343,0.00021901,L,FALSE
1976,M,Eliezer,46,2.82E-05,E,TRUE
2009,M,Korbin,312,0.00014724,K,FALSE
1999,F,Tiare,36,1.85E-05,T,FALSE
1925,M,Gonzalo,47,4.08E-05,G,FALSE
2017,M,Dhruva,42,2.14E-05,D,FALSE
1958,M,Malcolm,601,0.00027914,M,FALSE
1959,F,Nilsa,70,3.37E-05,N,FALSE
1979,M,Marcial,26,1.45E-05,M,FALSE
2003,F,Brynley,26,1.30E-05,B,FALSE
2015,M,Watson,122,5.99E-05,W,FALSE
2007,M,Bastien,8,3.61E-06,B,FALSE
2009,M,Domenik,9,4.25E-06,D,FALSE
1883,F,Mettie,11,9.16E-05,M,FALSE
1995,F,Iyana,75,3.90E-05,I,TRUE
1976,F,Rainey,16,1.02E-05,R,FALSE
1996,F,Yulissa,24,1.25E-05,Y,FALSE
2007,F,Zniyah,20,9.46E-06,Z,FALSE
1972,M,Jarmaine,14,8.36E-06,J,FALSE
2000,F,Montserrad,5,2.51E-06,M,FALSE
1997,F,Capria,7,3.67E-06,C,FALSE
1965,M,Gray,26,1.37E-05,G,FALSE
1980,F,Gema,18,1.01E-05,G,FALSE
1999,M,Jahari,18,8.83E-06,J,FALSE
1945,M,Melven,8,5.83E-06,M,FALSE
1994,M,Erwin,95,4.66E-05,E,TRUE
2009,F,Jezel,18,8.90E-06,J,FALSE
1996,F,Aleda,5,2.61E-06,A,TRUE
2003,F,Lindzey,11,5.49E-06,L,FALSE
1988,F,Doralee,5,2.60E-06,D,FALSE
1939,F,Athena,14,1.24E-05,A,TRUE
1960,F,Pauletta,56,2.69E-05,P,FALSE
1980,F,Kirstie,36,2.02E-05,K,FALSE
2013,F,Avana,7,3.64E-06,A,TRUE
1956,M,Mateo,16,7.46E-06,M,FALSE
1997,F,Nnenna,10,5.24E-06,N,FALSE
2000,F,Yulianna,15,7.52E-06,Y,FALSE
1986,M,Judd,61,3.18E-05,J,FALSE
1998,F,Wanya,5,2.58E-06,W,FALSE
1994,F,Grissel,6,3.08E-06,G,FALSE
1953,M,Randloph,8,4.00E-06,R,FALSE
1884,F,Eldora,11,8.00E-05,E,TRUE
1900,M,Rudy,13,8.02E-05,R,FALSE
1888,F,Aura,16,8.45E-05,A,TRUE
2001,F,Sharika,11,5.56E-06,S,FALSE
1927,F,Abby,18,1.46E-05,A,TRUE
1986,M,Lamorris,12,6.25E-06,L,FALSE
1968,M,Emigdio,5,2.82E-06,E,TRUE
2002,F,Raiah,6,3.04E-06,R,FALSE
2003,M,Denali,33,1.57E-05,D,FALSE
1952,F,Angie,241,0.00012669,A,TRUE
2006,F,Arihana,9,4.31E-06,A,TRUE
2000,F,Shanza,5,2.51E-06,S,FALSE
2010,M,Antionne,6,2.92E-06,A,TRUE
1973,F,Soyla,6,3.86E-06,S,FALSE
2010,F,Morgann,22,1.12E-05,M,FALSE
2000,F,Lillie,301,0.00015089,L,FALSE
1949,M,Ann,15,8.32E-06,A,TRUE
1902,M,Iva,5,3.77E-05,I,TRUE
2009,F,Tiannah,12,5.93E-06,T,FALSE
1957,F,Betti,20,9.53E-06,B,FALSE
2013,M,Jaxstin,7,3.47E-06,J,FALSE
1996,F,Lakenya,32,1.67E-05,L,FALSE
1981,M,Westley,97,5.21E-05,W,FALSE
1959,M,Yvon,15,6.92E-06,Y,FALSE
1999,M,Adriana,6,2.94E-06,A,TRUE
1946,F,Joanne,5504,0.0034126,J,FALSE
2015,F,Tamiyah,40,2.06E-05,T,FALSE
2007,F,Preslee,119,5.63E-05,P,FALSE
1990,F,Ross,9,4.38E-06,R,FALSE
1928,M,Damian,7,6.13E-06,D,FALSE
1909,F,Canary,6,1.63E-05,C,FALSE
1962,F,Ovella,7,3.45E-06,O,TRUE
2008,F,Khalila,9,4.32E-06,K,FALSE
1979,F,Noha,9,5.22E-06,N,FALSE
1928,M,Junius,110,9.64E-05,J,FALSE
1948,F,Hermine,12,6.89E-06,H,FALSE
1949,M,Loren,651,0.0003613,L,FALSE
2009,M,Suleiman,12,5.66E-06,S,FALSE
2011,F,Nasiya,9,4.65E-06,N,FALSE
1952,F,Mabel,216,0.00011355,M,FALSE
1996,F,Ilaria,10,5.22E-06,I,TRUE
1985,F,Cassidee,6,3.25E-06,C,FALSE
2007,M,Travis,2402,0.0010852,T,FALSE
1964,F,Yolunda,5,2.55E-06,Y,FALSE
1998,F,Calisha,7,3.61E-06,C,FALSE
1984,M,Wolf,5,2.66E-06,W,FALSE
1943,M,Lang,5,3.44E-06,L,FALSE
1927,M,Rollin,101,8.69E-05,R,FALSE
1923,M,Walton,134,0.00011834,W,FALSE
2009,F,Annaya,21,1.04E-05,A,TRUE
1924,F,Delberta,7,5.40E-06,D,FALSE
2006,F,Tashauna,13,6.22E-06,T,FALSE
2010,F,Anaissa,5,2.55E-06,A,TRUE
1983,F,Sheela,15,8.38E-06,S,FALSE
2011,M,Damarious,12,5.92E-06,D,FALSE
1989,F,Trinidad,37,1.86E-05,T,FALSE
2014,F,Raahi,13,6.66E-06,R,FALSE
1973,M,Rayfield,18,1.12E-05,R,FALSE
2013,M,Dejean,5,2.48E-06,D,FALSE
1996,M,Walter,1036,0.00051713,W,FALSE
2017,M,Ellison,101,5.14E-05,E,TRUE
1989,F,Omni,11,5.52E-06,O,TRUE
1970,M,Nabil,8,4.20E-06,N,FALSE
1954,F,Audry,30,1.51E-05,A,TRUE
1992,F,Justeen,11,5.49E-06,J,FALSE
1991,M,Theo,61,2.88E-05,T,FALSE
1971,F,Marchia,6,3.42E-06,M,FALSE
1939,F,Gearldean,21,1.85E-05,G,FALSE
2008,F,Nyaira,11,5.29E-06,N,FALSE
1959,F,Lula,236,0.00011354,L,FALSE
1977,F,Tomasina,12,7.30E-06,T,FALSE
1989,F,Bilma,5,2.51E-06,B,FALSE
1978,M,Blue,14,8.19E-06,B,FALSE
1987,F,Sharlotte,9,4.80E-06,S,FALSE
1988,M,Murat,7,3.50E-06,M,FALSE
2003,M,Jaleek,5,2.38E-06,J,FALSE
1928,M,Omar,78,6.84E-05,O,TRUE
1936,M,Darwin,304,0.00028567,D,FALSE
1951,F,Lupita,33,1.79E-05,L,FALSE
1925,M,Willford,9,7.82E-06,W,FALSE
2012,M,Maxden,7,3.46E-06,M,FALSE
1941,F,Florence,2390,0.00191836,F,FALSE
1951,M,Samual,26,1.36E-05,S,FALSE
1994,M,Dawit,15,7.36E-06,D,FALSE
2014,M,Alano,8,3.91E-06,A,TRUE
2008,F,Cadie,35,1.68E-05,C,FALSE
2006,F,Mylia,18,8.62E-06,M,FALSE
1963,F,Jayme,126,6.34E-05,J,FALSE
1995,F,Giovanna,213,0.00011087,G,FALSE
1987,M,Edgard,33,1.69E-05,E,TRUE
2004,F,Pranathi,7,3.47E-06,P,FALSE
2012,M,Coalton,12,5.92E-06,C,FALSE
1993,M,Randale,9,4.36E-06,R,FALSE
1997,M,Mycah,14,7.01E-06,M,FALSE
2003,M,Steel,13,6.19E-06,S,FALSE
2006,F,Shelia,16,7.66E-06,S,FALSE
1973,F,Amybeth,8,5.15E-06,A,TRUE
1978,M,Salvadore,10,5.85E-06,S,FALSE
1915,M,Reagan,5,5.68E-06,R,FALSE
2016,F,Makynzee,7,3.63E-06,M,FALSE
1992,F,Tirsa,7,3.49E-06,T,FALSE
1958,F,Kevyn,5,2.42E-06,K,FALSE
2008,M,Blaine,404,0.00018545,B,FALSE
1904,F,Lora,144,0.00049242,L,FALSE
1994,M,Kendarius,29,1.42E-05,K,FALSE
1886,M,Samual,6,5.04E-05,S,FALSE
1947,F,Charon,19,1.05E-05,C,FALSE
1969,M,Anastacio,21,1.15E-05,A,TRUE
1967,F,Lynda,1147,0.00066814,L,FALSE
2015,M,Kambryn,6,2.94E-06,K,FALSE
1997,F,Tearra,34,1.78E-05,T,FALSE
1911,F,Tempie,19,4.30E-05,T,FALSE
1993,F,Josefine,14,7.10E-06,J,FALSE
1998,F,Zaniya,14,7.22E-06,Z,FALSE
1974,F,Marcel,11,7.02E-06,M,FALSE
2013,F,Kenzleigh,55,2.86E-05,K,FALSE
1987,F,Markieta,5,2.67E-06,M,FALSE
1968,M,Marques,6,3.38E-06,M,FALSE
1974,M,Breton,7,4.29E-06,B,FALSE
1980,F,Patrina,40,2.25E-05,P,FALSE
2000,M,Traves,5,2.40E-06,T,FALSE
2006,F,Consuela,6,2.87E-06,C,FALSE
1898,F,Wilhemina,5,1.82E-05,W,FALSE
2006,F,Daisi,8,3.83E-06,D,FALSE
2006,F,Sherlyne,12,5.74E-06,S,FALSE
1980,F,Herman,6,3.37E-06,H,FALSE
2006,F,Kacey,235,0.00011249,K,FALSE
1958,F,Linora,5,2.42E-06,L,FALSE
1997,F,Gisselle,278,0.00014564,G,FALSE
1974,F,Aysha,7,4.47E-06,A,TRUE
1997,F,Cerria,5,2.62E-06,C,FALSE
1946,F,Frieda,171,0.00010602,F,FALSE
1982,F,Teashia,5,2.76E-06,T,FALSE
1942,M,Hilery,6,4.26E-06,H,FALSE
1947,F,Raelynn,5,2.75E-06,R,FALSE
2001,F,Anise,23,1.16E-05,A,TRUE
1998,F,Kriti,8,4.13E-06,K,FALSE
1987,M,Giovannie,13,6.67E-06,G,FALSE
1986,F,Lashunda,69,3.74E-05,L,FALSE
2008,M,Anshu,5,2.30E-06,A,TRUE
2017,M,Ciel,19,9.68E-06,C,FALSE
2017,M,Mamady,5,2.55E-06,M,FALSE
1937,F,Marillyn,10,9.08E-06,M,FALSE
2005,F,Carolyn,625,0.00030816,C,FALSE
1926,M,Almond,17,1.48E-05,A,TRUE
1928,M,Jake,242,0.00021206,J,FALSE
1971,M,Darcy,65,3.58E-05,D,FALSE
1926,M,Lucious,76,6.64E-05,L,FALSE
1942,F,Aurea,5,3.60E-06,A,TRUE
1956,F,Evangelia,6,2.91E-06,E,TRUE
1918,M,Willmar,9,8.58E-06,W,FALSE
1984,M,Roddrick,18,9.59E-06,R,FALSE
1983,F,Valen,18,1.01E-05,V,FALSE
2003,M,Rishabh,42,2.00E-05,R,FALSE
1921,M,Beuford,8,7.03E-06,B,FALSE
2010,F,Kimyah,8,4.09E-06,K,FALSE
1985,M,Jill,7,3.64E-06,J,FALSE
1951,F,Aljean,7,3.79E-06,A,TRUE
1962,M,Remigio,10,4.76E-06,R,FALSE
2015,F,Atia,7,3.60E-06,A,TRUE
2013,M,Trayvon,158,7.83E-05,T,FALSE
1976,M,Etoyi,7,4.29E-06,E,TRUE
1995,F,Shamaria,14,7.29E-06,S,FALSE
1993,M,Zeshan,13,6.30E-06,Z,FALSE
1968,M,Stephan,384,0.00021621,S,FALSE
1880,M,Robert,2415,0.02039696,R,FALSE
1970,F,Laquinta,6,3.28E-06,L,FALSE
1967,F,Rima,17,9.90E-06,R,FALSE
1895,F,Vesta,96,0.0003885,V,FALSE
1985,F,Rashidah,18,9.75E-06,R,FALSE
1984,F,Takisha,94,5.21E-05,T,FALSE
1938,M,Giles,61,5.37E-05,G,FALSE
1944,F,Binnie,13,9.51E-06,B,FALSE
1945,F,Jacquelynn,40,2.97E-05,J,FALSE
1959,F,Dorie,44,2.12E-05,D,FALSE
1928,M,Gillermo,8,7.01E-06,G,FALSE
2017,F,Jenicka,15,8.00E-06,J,FALSE
2008,M,Koda,96,4.41E-05,K,FALSE
1979,F,Kaneesha,7,4.06E-06,K,FALSE
1955,M,Gilford,20,9.57E-06,G,FALSE
2008,F,Jensy,8,3.84E-06,J,FALSE
1910,F,Ramona,84,0.00020023,R,FALSE
1956,F,Jeanene,52,2.53E-05,J,FALSE
1984,F,Josephina,19,1.05E-05,J,FALSE
2001,M,Garey,5,2.42E-06,G,FALSE
2008,F,Dazani,7,3.36E-06,D,FALSE
2016,M,Vinicius,10,4.96E-06,V,FALSE
1980,F,Jelisa,5,2.81E-06,J,FALSE
1913,F,Hula,5,7.63E-06,H,FALSE
1992,F,Vernessa,5,2.49E-06,V,FALSE
1971,M,Julia,12,6.60E-06,J,FALSE
1935,F,Nelia,12,1.10E-05,N,FALSE
1916,F,Kathy,8,7.37E-06,K,FALSE
2017,F,Signy,5,2.67E-06,S,FALSE
1995,F,Dakota,1125,0.00058557,D,FALSE
1927,F,Quilla,5,4.04E-06,Q,FALSE
1973,M,Alfredo,654,0.00040515,A,TRUE
2002,F,Wynter,127,6.43E-05,W,FALSE
1993,F,Abagale,5,2.54E-06,A,TRUE
1915,F,Evlyn,20,1.95E-05,E,TRUE
1959,F,Marcell,23,1.11E-05,M,FALSE
1973,F,Summer,184,0.0001184,S,FALSE
1967,F,Alejandra,45,2.62E-05,A,TRUE
1984,F,Christa,740,0.00041045,C,FALSE
1969,M,Prentis,20,1.09E-05,P,FALSE
1996,M,Codyjames,6,2.99E-06,C,FALSE
2007,M,Arsh,24,1.08E-05,A,TRUE
1962,M,Dominique,11,5.23E-06,D,FALSE
2007,M,Jamarre,5,2.26E-06,J,FALSE
1980,F,Deniece,19,1.07E-05,D,FALSE
2002,M,Amanda,7,3.39E-06,A,TRUE
1969,F,Maricel,7,3.97E-06,M,FALSE
2002,M,Greer,5,2.42E-06,G,FALSE
2006,F,Jaidah,52,2.49E-05,J,FALSE
1988,F,Lacinda,12,6.24E-06,L,FALSE
2010,M,Divya,5,2.44E-06,D,FALSE
2002,M,Paul,3257,0.00157683,P,FALSE
1953,M,Miguel,542,0.00027083,M,FALSE
1969,F,Charletta,28,1.59E-05,C,FALSE
1946,F,Pearley,9,5.58E-06,P,FALSE
1918,F,Cumi,5,4.16E-06,C,FALSE
1976,M,Noble,20,1.23E-05,N,FALSE
1982,F,Morgana,10,5.51E-06,M,FALSE
2017,F,Raylyn,55,2.93E-05,R,FALSE
1988,M,Tung,8,4.00E-06,T,FALSE
1938,F,Karyl,16,1.40E-05,K,FALSE
1887,M,Fate,10,9.15E-05,F,FALSE
2012,F,Daisia,5,2.58E-06,D,FALSE
1996,M,Shadoe,6,2.99E-06,S,FALSE
1972,F,Ladawn,50,3.10E-05,L,FALSE
1979,M,Hannah,6,3.35E-06,H,FALSE
1984,F,Keshauna,8,4.44E-06,K,FALSE
1979,F,Charm,7,4.06E-06,C,FALSE
1983,M,Baker,11,5.90E-06,B,FALSE
1941,M,Sherwood,115,9.17E-05,S,FALSE
2008,F,Dalanna,5,2.40E-06,D,FALSE
2007,M,Ameya,17,7.68E-06,A,TRUE
2005,M,Bobby,504,0.00023706,B,FALSE
1963,F,Christine,13388,0.00673461,C,FALSE
2005,F,Sarya,8,3.94E-06,S,FALSE
1907,F,Elnor,5,1.48E-05,E,TRUE
1978,M,Byron,796,0.00046574,B,FALSE
1999,F,Diedre,5,2.57E-06,D,FALSE
2007,F,Latrice,38,1.80E-05,L,FALSE
1884,M,Buster,11,8.96E-05,B,FALSE
1997,M,Avonte,9,4.51E-06,A,TRUE
2010,M,Paschal,5,2.44E-06,P,FALSE
1948,F,Lucie,35,2.01E-05,L,FALSE
2014,F,Mikenzie,35,1.79E-05,M,FALSE
2016,F,Jizelle,43,2.23E-05,J,FALSE
1986,M,Marcell,66,3.44E-05,M,FALSE
2013,F,Jannely,19,9.88E-06,J,FALSE
1967,F,Necole,17,9.90E-06,N,FALSE
1902,M,Auther,7,5.27E-05,A,TRUE
1989,M,Winton,7,3.34E-06,W,FALSE
1950,M,Terrial,6,3.30E-06,T,FALSE
1977,F,Taira,27,1.64E-05,T,FALSE
1955,M,Cloyd,32,1.53E-05,C,FALSE
1986,F,Diahann,7,3.79E-06,D,FALSE
1985,M,Braylon,7,3.64E-06,B,FALSE
1932,M,Seymour,267,0.00024854,S,FALSE
2001,M,Kaspar,5,2.42E-06,K,FALSE
1994,M,Justiss,6,2.94E-06,J,FALSE
1978,F,Jolanta,5,3.04E-06,J,FALSE
1951,F,Melaine,13,7.04E-06,M,FALSE
2016,M,Nivaan,58,2.87E-05,N,FALSE
1983,M,Jawaun,6,3.22E-06,J,FALSE
1923,M,Berthold,9,7.95E-06,B,FALSE
2012,F,Braylen,41,2.12E-05,B,FALSE
1948,M,Elex,6,3.37E-06,E,TRUE
2008,M,Murilo,5,2.30E-06,M,FALSE
2006,M,Luiz,71,3.24E-05,L,FALSE
1982,F,Katelynn,13,7.17E-06,K,FALSE
1942,F,Florene,71,5.11E-05,F,FALSE
1981,M,Neftaly,7,3.76E-06,N,FALSE
1949,M,Davied,12,6.66E-06,D,FALSE
2002,F,Rio,33,1.67E-05,R,FALSE
1984,F,Reesha,10,5.55E-06,R,FALSE
1883,M,Emma,7,6.22E-05,E,TRUE
1975,F,Toka,8,5.13E-06,T,FALSE
2011,M,Jandiel,12,5.92E-06,J,FALSE
2003,M,Dorrien,6,2.86E-06,D,FALSE
1959,F,Theta,9,4.33E-06,T,FALSE
1913,F,Elzie,15,2.29E-05,E,TRUE
2017,M,Tyus,33,1.68E-05,T,FALSE
1905,M,Floyd,523,0.00365127,F,FALSE
1960,F,Loetta,5,2.40E-06,L,FALSE
2011,F,Dannica,15,7.75E-06,D,FALSE
1928,M,Chad,8,7.01E-06,C,FALSE
1916,M,Gregory,143,0.00015489,G,FALSE
1940,F,Charlean,15,1.27E-05,C,FALSE
2017,F,Malayiah,18,9.60E-06,M,FALSE
1916,F,Cleone,39,3.59E-05,C,FALSE
1989,F,Tiahna,9,4.52E-06,T,FALSE
1968,M,Migel,14,7.88E-06,M,FALSE
1987,F,Reynaldo,6,3.20E-06,R,FALSE
2006,F,Marelyn,25,1.20E-05,M,FALSE
1943,F,Woodie,9,6.27E-06,W,FALSE
1970,F,Kate,296,0.00016158,K,FALSE
2010,F,Valery,243,0.00012409,V,FALSE
1988,M,Yaniv,10,5.00E-06,Y,FALSE
1947,M,Dorris,24,1.29E-05,D,FALSE
1978,F,Mayleen,7,4.26E-06,M,FALSE
2006,M,Nikai,5,2.28E-06,N,FALSE
2007,F,Thamara,11,5.20E-06,T,FALSE
2006,F,Vittoria,39,1.87E-05,V,FALSE
1913,F,Hixie,6,9.16E-06,H,FALSE
2013,F,Landrie,54,2.81E-05,L,FALSE
2012,M,Anay,75,3.70E-05,A,TRUE
1997,F,Dashae,17,8.91E-06,D,FALSE
2012,F,Holly,740,0.00038218,H,FALSE
1941,M,Michele,8,6.38E-06,M,FALSE
1954,M,Larwence,21,1.02E-05,L,FALSE
2013,F,Hadasha,6,3.12E-06,H,FALSE
1990,F,Matia,17,8.28E-06,M,FALSE
1991,F,Leni,7,3.44E-06,L,FALSE
1895,F,Veola,6,2.43E-05,V,FALSE
1921,F,Ernesteen,9,7.03E-06,E,TRUE
2007,F,Anica,39,1.84E-05,A,TRUE
2016,F,Khadijah,137,7.10E-05,K,FALSE
1968,F,Florence,322,0.00018835,F,FALSE
2010,F,Addysn,6,3.06E-06,A,TRUE
1986,F,Antonique,7,3.79E-06,A,TRUE
1961,F,Gale,478,0.00023021,G,FALSE
2015,F,Zaleah,22,1.13E-05,Z,FALSE
1885,F,Fronie,5,3.52E-05,F,FALSE
2006,F,Rahi,10,4.79E-06,R,FALSE
1995,M,Vivek,50,2.49E-05,V,FALSE
1954,M,Penn,7,3.38E-06,P,FALSE
1995,M,Giles,28,1.39E-05,G,FALSE
1901,F,Clora,18,7.08E-05,C,FALSE
1942,F,Kathrin,5,3.60E-06,K,FALSE
1960,F,Lillia,10,4.81E-06,L,FALSE
2001,F,Jaquayla,7,3.54E-06,J,FALSE
1908,M,Aloysius,29,0.00017431,A,TRUE
1969,F,Verena,12,6.81E-06,V,FALSE
2016,M,Kaliq,8,3.96E-06,K,FALSE
1999,M,Nike,5,2.45E-06,N,FALSE
2002,M,Luismiguel,6,2.90E-06,L,FALSE
1989,F,Kametria,5,2.51E-06,K,FALSE
1967,M,Kennon,28,1.57E-05,K,FALSE
1944,M,Ricki,8,5.76E-06,R,FALSE
1933,F,Berdina,7,6.69E-06,B,FALSE
1897,M,Olof,5,4.10E-05,O,TRUE
1924,F,Zelia,19,1.47E-05,Z,FALSE
2004,F,Saphyre,8,3.97E-06,S,FALSE
1993,F,Amilia,14,7.10E-06,A,TRUE
2006,F,Siana,43,2.06E-05,S,FALSE
1942,F,Marisue,7,5.03E-06,M,FALSE
1966,M,Ernesto,354,0.00019473,E,TRUE
1956,F,Lurene,12,5.83E-06,L,FALSE
1963,M,Rimas,6,2.91E-06,R,FALSE
